name,wiki_uri,s,wikidata,wiki_name
Bekink,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818354')],https://hdl.handle.net/20.500.11840/pi45758,http://www.wikidata.org/entity/Q86818354,"[rdflib.term.Literal('Bekink', lang='en'), rdflib.term.Literal('Bekink', lang='nl')]"
Jacob Afolabi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3805767')],https://hdl.handle.net/20.500.11840/pi45766,http://www.wikidata.org/entity/Q3805767,"[rdflib.term.Literal('Jacob Afolabi', lang='dag'), rdflib.term.Literal('Jacob Afolabi', lang='ast'), rdflib.term.Literal('Jacob Afolabi', lang='en'), rdflib.term.Literal('Jacob Afolabi', lang='es'), rdflib.term.Literal('Jacob Afolabi', lang='fr'), rdflib.term.Literal('Jacob Afolabi', lang='ga'), rdflib.term.Literal('Jacob Afolabi', lang='it'), rdflib.term.Literal('Jacob Afolabi', lang='nl'), rdflib.term.Literal('Jacob Afolabi', lang='sl'), rdflib.term.Literal('Jacob Afolabi', lang='sq')]"
F. (Frits) Gerritsen,[],https://hdl.handle.net/20.500.11840/pi45767,http://www.wikidata.org/entity/Q42429176,"[rdflib.term.Literal('Frits Gerritsen', lang='ast'), rdflib.term.Literal('Frits Gerritsen', lang='ca'), rdflib.term.Literal('Frits Gerritsen', lang='da'), rdflib.term.Literal('Frits Gerritsen', lang='de'), rdflib.term.Literal('Frits Gerritsen', lang='en'), rdflib.term.Literal('Frits Gerritsen', lang='es'), rdflib.term.Literal('Frits Gerritsen', lang='fr'), rdflib.term.Literal('Frits Gerritsen', lang='it'), rdflib.term.Literal('Frits Gerritsen', lang='nl'), rdflib.term.Literal('Frits Gerritsen', lang='pt'), rdflib.term.Literal('Frits Gerritsen', lang='pt-br'), rdflib.term.Literal('Frits Gerritsen', lang='sq'), rdflib.term.Literal('Frits Gerritsen', lang='sv')]"
Daphne Oud,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593990')],https://hdl.handle.net/20.500.11840/pi45770,http://www.wikidata.org/entity/Q84593990,"[rdflib.term.Literal('Daphne Oud', lang='en'), rdflib.term.Literal('Daphne Oud', lang='nl'), rdflib.term.Literal('Daphne Oud', lang='sq')]"
Els Machielsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593787')],https://hdl.handle.net/20.500.11840/pi45774,http://www.wikidata.org/entity/Q84593787,"[rdflib.term.Literal('Els Machielsen', lang='en'), rdflib.term.Literal('Els Machielsen', lang='nl'), rdflib.term.Literal('Els Machielsen', lang='sq')]"
J. Miyasaki,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736593')],https://hdl.handle.net/20.500.11840/pi45775,http://www.wikidata.org/entity/Q86736593,"[rdflib.term.Literal('J. Miyasaki', lang='en'), rdflib.term.Literal('J. Miyasaki', lang='nl'), rdflib.term.Literal('J. Miyasaki', lang='sq')]"
Roberto Crocella,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593290')],https://hdl.handle.net/20.500.11840/pi45776,http://www.wikidata.org/entity/Q84593290,"[rdflib.term.Literal('Roberto Crocella', lang='en'), rdflib.term.Literal('Roberto Crocella', lang='nl'), rdflib.term.Literal('Roberto Crocella', lang='sq')]"
Hendrik (Henk) Christiaan Broer,[],https://hdl.handle.net/20.500.11840/pi45778,http://www.wikidata.org/entity/Q29552395,"[rdflib.term.Literal('Henk Broer', lang='de'), rdflib.term.Literal('Henk Broer', lang='en'), rdflib.term.Literal('Henk Broer', lang='es'), rdflib.term.Literal('Henk Broer', lang='fr'), rdflib.term.Literal('Henk Broer', lang='nl'), rdflib.term.Literal('Henk Broer', lang='pt'), rdflib.term.Literal('Henk Broer', lang='pt-br'), rdflib.term.Literal('Henk Broer', lang='ast'), rdflib.term.Literal('Henk Broer', lang='ca'), rdflib.term.Literal('Henk Broer', lang='da'), rdflib.term.Literal('Henk Broer', lang='it'), rdflib.term.Literal('Henk Broer', lang='pap'), rdflib.term.Literal('Henk Broer', lang='sq'), rdflib.term.Literal('Henk Broer', lang='sv')]"
W.M.F. Timmermans,[],https://hdl.handle.net/20.500.11840/pi45787,http://www.wikidata.org/entity/Q84594323,"[rdflib.term.Literal('Willem Timmermans', lang='en'), rdflib.term.Literal('Willem Timmermans', lang='nl')]"
Hans van der Kamp,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572389'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q97399565'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98647900')]",https://hdl.handle.net/20.500.11840/pi45790,http://www.wikidata.org/entity/Q98647900,"[rdflib.term.Literal('Hans van der Kamp', lang='en'), rdflib.term.Literal('Hans van der Kamp', lang='nl'), rdflib.term.Literal('Hans van der Kamp', lang='de'), rdflib.term.Literal('Hans van der Kamp', lang='fr')]"
Hardjo Padmojo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498163')],https://hdl.handle.net/20.500.11840/pi45793,http://www.wikidata.org/entity/Q84498163,"[rdflib.term.Literal('Hardjo Padmojo', lang='ast'), rdflib.term.Literal('Hardjo Padmojo', lang='en'), rdflib.term.Literal('Hardjo Padmojo', lang='nl'), rdflib.term.Literal('Hardjo Padmojo', lang='pt'), rdflib.term.Literal('Hardjo Padmojo', lang='pt-br'), rdflib.term.Literal('Hardjo Padmojo', lang='sq')]"
Prof. H.F. (Hugo Frederik) Nierstrasz,[],https://hdl.handle.net/20.500.11840/pi45799,http://www.wikidata.org/entity/Q20064435,"[rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='jut'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sje'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='af'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='an'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='ast'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='bar'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='br'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='ca'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='co'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='cs'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='cy'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='da'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='de'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='de-at'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='de-ch'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='en'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='en-ca'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='en-gb'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='eo'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='es'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='et'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='eu'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='fi'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='fr'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='frp'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='fur'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='ga'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='gd'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='gl'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='gsw'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='hr'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='hu'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='ia'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='id'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='ie'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='io'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='is'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='it'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='kg'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='lb'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='li'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='lij'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='mg'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='min'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='ms'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='nap'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='nb'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='nds'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='nds-nl'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='nl'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='nn'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='nrm'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='oc'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='pcd'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='pl'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='pms'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='pt'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='pt-br'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='rm'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='ro'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sc'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='scn'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sco'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sk'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sl'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sq'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sr-el'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sv'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='sw'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='vec'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='vi'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='vls'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='vo'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='wa'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='wo'), rdflib.term.Literal('Hugo Frederik Nierstrasz', lang='zu')]"
Yang Jiechang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4537813')],https://hdl.handle.net/20.500.11840/pi45805,http://www.wikidata.org/entity/Q4537813,"[rdflib.term.Literal('Yang Jiechang', lang='ast'), rdflib.term.Literal('Jiechang Yang', lang='ca'), rdflib.term.Literal('Jiechang Yang', lang='da'), rdflib.term.Literal('Yang Jiechang', lang='de'), rdflib.term.Literal('Yang Jiechang', lang='en'), rdflib.term.Literal('Yang Jiechang', lang='es'), rdflib.term.Literal('Yang Jiechang', lang='fr'), rdflib.term.Literal('Jiechang Yang', lang='it'), rdflib.term.Literal('Yang Jiechang', lang='nl'), rdflib.term.Literal('Jiechang Yang', lang='pt'), rdflib.term.Literal('Jiechang Yang', lang='pt-br'), rdflib.term.Literal('Ян Цзечан', lang='ru'), rdflib.term.Literal('Yang Jiechang', lang='sq'), rdflib.term.Literal('Jiechang Yang', lang='sv'), rdflib.term.Literal('杨诘苍', lang='zh')]"
M. (Marina) Abramovic,[],https://hdl.handle.net/20.500.11840/pi45807,http://www.wikidata.org/entity/Q47496,"[rdflib.term.Literal('Marina Abramović', lang='is'), rdflib.term.Literal('玛丽娜·阿布拉莫维奇', lang='zh-hans'), rdflib.term.Literal('مارينا أبراموفيتش', lang='ar'), rdflib.term.Literal('Marina Abramović', lang='af'), rdflib.term.Literal('مارينا ابراموفيتش', lang='arz'), rdflib.term.Literal('Marina Abramović', lang='bs'), rdflib.term.Literal('Marina Abramović', lang='ca'), rdflib.term.Literal('Marina Abramović', lang='cs'), rdflib.term.Literal('Marina Abramović', lang='da'), rdflib.term.Literal('Marina Abramović', lang='de'), rdflib.term.Literal('Μαρίνα Αμπράμοβιτς', lang='el'), rdflib.term.Literal('Marina Abramović', lang='en'), rdflib.term.Literal('Marina Abramović', lang='es'), rdflib.term.Literal('Marina Abramović', lang='et'), rdflib.term.Literal('Marina Abramović', lang='eu'), rdflib.term.Literal('مارینا آبرامویچ', lang='fa'), rdflib.term.Literal('Marina Abramović', lang='fi'), rdflib.term.Literal('Marina Abramović', lang='fr'), rdflib.term.Literal('Marina Abramović', lang='fy'), rdflib.term.Literal('Marina Abramović', lang='ga'), rdflib.term.Literal('Marina Abramović', lang='gl'), rdflib.term.Literal(""מרינה אברמוביץ'"", lang='he'), rdflib.term.Literal('मरीना आब्रमोविक', lang='hi'), rdflib.term.Literal('Marina Abramović', lang='hr'), rdflib.term.Literal('Marina Abramović', lang='hu'), rdflib.term.Literal('Մարինա Աբրամովիչ', lang='hy'), rdflib.term.Literal('Marina Abramović', lang='id'), rdflib.term.Literal('Marina Abramović', lang='it'), rdflib.term.Literal('マリーナ・アブラモヴィッチ', lang='ja'), rdflib.term.Literal('მარინა აბრამოვიჩი', lang='ka'), rdflib.term.Literal('Marina Abramović', lang='ko'), rdflib.term.Literal('Marina Abramović', lang='ku'), rdflib.term.Literal('Marina Abramovič', lang='lt'), rdflib.term.Literal('Marina Abramoviča', lang='lv'), rdflib.term.Literal('मरिना अब्रामोभिच', lang='mai'), rdflib.term.Literal('Марина Абрамовиќ', lang='mk'), rdflib.term.Literal('മറിന അബ്രമൊവിക്', lang='ml'), rdflib.term.Literal('Marina Abramović', lang='nb'), rdflib.term.Literal('Marina Abramović', lang='nds'), rdflib.term.Literal('मरिना अब्रामोभिच', lang='ne'), rdflib.term.Literal('Marina Abramović', lang='nl'), rdflib.term.Literal('Marina Abramović', lang='nn'), rdflib.term.Literal('Marina Abramovic', lang='oc'), rdflib.term.Literal('Marina Abramović', lang='pl'), rdflib.term.Literal('Marina Abramović', lang='pt'), rdflib.term.Literal('Marina Abramović', lang='pt-br'), rdflib.term.Literal('Марина Абрамович', lang='ru'), rdflib.term.Literal('Marina Abramović', lang='sh'), rdflib.term.Literal('Marina Abramović', lang='sl'), rdflib.term.Literal('Marina Abramović', lang='sq'), rdflib.term.Literal('Марина Абрамовић', lang='sr'), rdflib.term.Literal('Marina Abramović', lang='sv'), rdflib.term.Literal('Marina Abramović', lang='tr'), rdflib.term.Literal('Марина Абрамович', lang='uk'), rdflib.term.Literal('Marina Abramović', lang='vi'), rdflib.term.Literal('瑪莉娜·阿布拉莫維奇', lang='zh')]"
K. (Krien) Clevis,[],https://hdl.handle.net/20.500.11840/pi45810,http://www.wikidata.org/entity/Q82570742,"[rdflib.term.Literal('Krien Clevis', lang='ca'), rdflib.term.Literal('Krien Clevis', lang='da'), rdflib.term.Literal('Krien Clevis', lang='de'), rdflib.term.Literal('Krien Clevis', lang='en'), rdflib.term.Literal('Krien Clevis', lang='es'), rdflib.term.Literal('Krien Clevis', lang='fr'), rdflib.term.Literal('Krien Clevis', lang='it'), rdflib.term.Literal('Krien Clevis', lang='nl'), rdflib.term.Literal('Krien Clevis', lang='pt'), rdflib.term.Literal('Krien Clevis', lang='pt-br'), rdflib.term.Literal('Krien Clevis', lang='sv')]"
Ali Muhammad Isfahani,[],https://hdl.handle.net/20.500.11840/pi45811,http://www.wikidata.org/entity/Q82572113,"[rdflib.term.Literal('‛Ali Muhammad Isfahani', lang='sq'), rdflib.term.Literal('‛Ali Muhammad Isfahani', lang='en'), rdflib.term.Literal('῾Alī Muḥammad Iṣfahānī', lang='nl')]"
Dr. J. Aalbers,[],https://hdl.handle.net/20.500.11840/pi45821,http://www.wikidata.org/entity/Q21549805,"[rdflib.term.Literal('J. Aalbers', lang='ast'), rdflib.term.Literal('J. Aalbers', lang='en'), rdflib.term.Literal('J. Aalbers', lang='nl')]"
Salim Iraqi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593516')],https://hdl.handle.net/20.500.11840/pi45835,http://www.wikidata.org/entity/Q84593516,"[rdflib.term.Literal('Salim Iraqi', lang='ast'), rdflib.term.Literal('Salim Iraqi', lang='en'), rdflib.term.Literal('Salim Iraqi', lang='nl')]"
Sayyid Uthman ibn Yahya,[],https://hdl.handle.net/20.500.11840/pi45840,http://www.wikidata.org/entity/Q82572060,"[rdflib.term.Literal('Uthman ibn Yahya', lang='en'), rdflib.term.Literal('Uthman ibn Yahya', lang='nl')]"
J. Fujisaki,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736608')],https://hdl.handle.net/20.500.11840/pi45845,http://www.wikidata.org/entity/Q86736608,"[rdflib.term.Literal('J. Fujisaki', lang='en'), rdflib.term.Literal('J. Fujisaki', lang='nl'), rdflib.term.Literal('J. Fujisaki', lang='sq')]"
Mie Hoeng,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593864')],https://hdl.handle.net/20.500.11840/pi45853,http://www.wikidata.org/entity/Q84593864,"[rdflib.term.Literal('Mie Hoeng', lang='en'), rdflib.term.Literal('Mie Hoeng', lang='nl'), rdflib.term.Literal('Mie Hoeng', lang='sq')]"
A. Taggesell,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594240')],https://hdl.handle.net/20.500.11840/pi45857,http://www.wikidata.org/entity/Q84594240,"[rdflib.term.Literal('A. Taggesell', lang='ca'), rdflib.term.Literal('A. Taggesell', lang='da'), rdflib.term.Literal('A. Taggesell', lang='de'), rdflib.term.Literal('A. Taggesell', lang='es'), rdflib.term.Literal('A. Taggesell', lang='fr'), rdflib.term.Literal('A. Taggesell', lang='it'), rdflib.term.Literal('A. Taggesell', lang='pt'), rdflib.term.Literal('A. Taggesell', lang='sv'), rdflib.term.Literal('A. Taggesell', lang='pt-br'), rdflib.term.Literal('A. Taggesell', lang='nl'), rdflib.term.Literal('A. Taggesell', lang='en'), rdflib.term.Literal('A. Taggesell', lang='sq')]"
Dhr. v.d. Laan,[],https://hdl.handle.net/20.500.11840/pi45859,http://www.wikidata.org/entity/Q86818356,"[rdflib.term.Literal('de heer v.d. Laan', lang='en'), rdflib.term.Literal('de heer v.d. Laan', lang='nl')]"
Yinka Shonibare,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4526104')],https://hdl.handle.net/20.500.11840/pi45863,http://www.wikidata.org/entity/Q4526104,"[rdflib.term.Literal('Yinka shonibare', lang='ig'), rdflib.term.Literal('Yinka Shonibare', lang='dag'), rdflib.term.Literal('ياينكا شونيبار', lang='arz'), rdflib.term.Literal('Yinka Shonibare', lang='ast'), rdflib.term.Literal('Yinka Shonibare', lang='ca'), rdflib.term.Literal('Yinka Shonibare', lang='da'), rdflib.term.Literal('Yinka Shonibare', lang='de'), rdflib.term.Literal('Yinka Shonibare', lang='en'), rdflib.term.Literal('Yinka Shonibare', lang='es'), rdflib.term.Literal('Yinka Shonibare', lang='fi'), rdflib.term.Literal('Yinka Shonibare', lang='fr'), rdflib.term.Literal('Yinka Shonibare', lang='ga'), rdflib.term.Literal('ינקה שוניברי', lang='he'), rdflib.term.Literal('Yinka Shonibare', lang='hu'), rdflib.term.Literal('Yinka Shonibare', lang='it'), rdflib.term.Literal('インカ・ショニバレ', lang='ja'), rdflib.term.Literal('Yinka Shonibare', lang='nb'), rdflib.term.Literal('Yinka Shonibare', lang='nl'), rdflib.term.Literal('Yinka Shonibare', lang='pt'), rdflib.term.Literal('Yinka Shonibare', lang='pt-br'), rdflib.term.Literal('Шонибаре, Йинка', lang='ru'), rdflib.term.Literal('Yinka Shonibare', lang='sl'), rdflib.term.Literal('Yinka Shonibare', lang='sq'), rdflib.term.Literal('Yinka Shonibare', lang='sv'), rdflib.term.Literal('Yinka Shonibare', lang='tr')]"
R.G. Jonkman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593567')],https://hdl.handle.net/20.500.11840/pi45866,http://www.wikidata.org/entity/Q84593567,"[rdflib.term.Literal('R.G. Jonkman', lang='en'), rdflib.term.Literal('R.G. Jonkman', lang='nl'), rdflib.term.Literal('R.G. Jonkman', lang='sq')]"
J. EphraÃ¯m,[],https://hdl.handle.net/20.500.11840/pi45867,http://www.wikidata.org/entity/Q18608010,"[rdflib.term.Literal('J. Ephraïm', lang='ca'), rdflib.term.Literal('J. Ephraïm', lang='da'), rdflib.term.Literal('J. Ephraim', lang='de'), rdflib.term.Literal('Johannes Ephraim Jr.', lang='en'), rdflib.term.Literal('J. Ephraïm', lang='es'), rdflib.term.Literal('J. Ephraim', lang='fr'), rdflib.term.Literal('J. Ephraïm', lang='it'), rdflib.term.Literal('Johannes Ephraim Jr.', lang='nl'), rdflib.term.Literal('J. Ephraïm', lang='pap'), rdflib.term.Literal('J. Ephraïm', lang='pt'), rdflib.term.Literal('J. Ephraïm', lang='pt-br'), rdflib.term.Literal('Johannes Ephraim Jr.', lang='sq'), rdflib.term.Literal('J. Ephraïm', lang='sv')]"
