name,wiki_uri
Mallica 'Kapo' Reynolds,[]
Albert Artwell,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q28841762')]
Ras Walda,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594045')]
Hendrik Huygens,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572004')]
A.G. (Gerard) van Lom,[]
Humberto Manuel Ricalde,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499219')]
G. (Gabriel) Gillet,[]
Abou SidibÃ©,[]
Wiknja Asmara,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593173')]
sergeant J.A. (Joe) Vrugt,[]
F.A. Droste,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571048')]
S. (Stamatis) Vassiliou,[]
"A. A. (Ali, Akbar) Kahn",[]
Hiroshige II,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q653454')]
Utagawa Kunisada,[]
Romli,[]
Moriya Jihei,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q27921183')]
Ojen,[]
hori Takichi,[]
Uemura Yasu,[]
hori Mino,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573753')]
Sugawa Sennosuke,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499481')]
Horiko Ryutaro,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498170')]
Yuzuru Hashimoto,[]
Ida Puta Sweca,[]
ShÃ®r Muhammad,[]
Lie Siang Tek,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593703')]
Kiyonaga Torii,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q427642')]
Ãoka Shunboku,[]
Jat San,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593545')]
Hori ChÃ´sen,[]
mw. M. (Mariola) van Haagen,[]
Lambertin Antonius Claessens,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570736')]
Anoek Steketee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575347')]
Brendan Tang,[]
H. (Hiroyuki) Matsuura,[]
Y. (Yoshitomo) Nara,[]
Andre Tanama,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575306')]
Seok Kim,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q21338197'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q48359697'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q61828799'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572681'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q91053322')]"
Dongi Lee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573140')]
A.W. (Anton) Jie Sam Foek,[]
Ir. M.A.F. Dijkmans,[]
I. (IbrÃ¢him) al-Soborni,[]
Nermine Hammam ÙÙØ±ÙÙÙ ÙÙØ§Ù,[]
A.J.L. (Albert Jean Leopold) Eyckermans,[]
Hisashi Tenmyouya,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11442678')]
Sitisiwan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818372')]
L. van Groningen,[]
Tirzo Martha,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q25702584')]
Fook Mee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593374')]
J.E. Keller,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736654')]
E. (Edgar) Cairo,[]
N. (Nardo) Brudet,[]
I.H. Moseberg,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593876')]
FranÃ§ois Thango,[]
Mathilde ter Heijne,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1908735')]
J. (Joscelyn) Gardner,[]
A.V. (Agustin Victor) Casasola,[]
G.L. (Gerardus Lambertus) Willinge Gratama,[]
Thomas Ona Odulate,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574135')]
H. (Henri) Duperly,[]
O. (Octavio) Bavastro,[]
I. (Iris) Kensmil,[]
W. (Willem) de Rooij,[]
W.A. Retera,[]
L.W. (Luppo Willem) Kuilman,[]
J.G.J. van der Meulen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593855')]
A. (Agostino) Brunias,[]
A. (Alan) Zion,[]
E. (Everald) Brown,[]
G.P. (Gerard Pieter) Adolfs,[]
Nicola lo Calzo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570595')]
Jasper KrabbÃ©,[]
Shaibu Francis Mauje,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498824')]
J.W.C. Brennan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498113')]
Jompet Kuswidananto,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q52491821')]
M. (Mohammed) AlKouh,[]
J.W. (John) Cleary,[]
J. Murray Jordan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594539')]
Woodbury Frost,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593379')]
C.C. Lyon,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593778')]
W.G. Cooper,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593288')]
J.B. Valdez Jr.,[]
M.A.N. (Manuel Auguste Nunes) Siza,[]
P. (Percy) Matthews,[]
3 Personen van Mali,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818374')]
Ancent Soi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499401')]
C.H. (Claudius Henricus) de Goeje,[]
A.J. (Antony Jan) Gooszen,[]
Dhr E. Deletaille,[]
Samson,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q22968293'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818375'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q106432937')]"
Iba N'Diaye,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2058575')]
Dr. M. (Maurits) Greshoff,[]
Nda (vader van Ambasa),[]
W.P. (Willem Pieter) Groeneveldt,[]
Ru van Rossem,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q41328923')]
Tom Blomefield,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736662')]
M. Hamerster,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571609')]
Josiah Onemu,[]
Ferry Herrebrugh,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593456')]
Romuald HazoumÃ©,[]
D.N. (David Nthubu) Koloane,[]
Augustine Okoye Middle Art,[]
Jean- Baptiste Ngnetchopa,[]
ChÃ©ri Samba,[]
Thomas Tchopzan,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575527'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499567')]"
Mohamedi Wasia Charinda,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570672')]
Masaego Johannes Segogela,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499238')]
Laizah Makhubele,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498751')]
Botalatala BolofÃ© Bwailenge,[]
Bollo (Saturnin Wamba Djoumessi),[]
Angbuka,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818381')]
Kakoma Kweli,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498665')]
Simon Machile Kaumun,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498580')]
Ndalo Wilo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499684')]
Agiri (Agree),[]
Bele Beleng,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498068')]
Biri (Bile),[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498094')]
Bitirosi (Petros),[]
James,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2367876'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q6128009'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q7340242'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q20811059'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21289172'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21539321'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21539327'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21539325'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21539331'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q21539329'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q29643568'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q29643819'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q29842917'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q43395989'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q47119653'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76107962'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76108536'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818389'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98157434'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98674531'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100927438'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102111531'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102129569'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102168359'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102252229'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102309613'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q103020572'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q104231134'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108422691')]"
Simon Kavanze,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498582')]
Alice Sunny,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499508')]
Pita Karuma,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498564')]
Bauden Khoreya,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498610')]
Simoko,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818392')]
Dofe Agnes Khoreya,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498612')]
Fagbite Asamu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498030')]
Alaiye Adeisa Etuobe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498336')]
Santiago RodrÃ­guez OlazÃ¡bal,[]
Sunday Oloyede,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499001')]
Damian Manuhwa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498790')]
K. Ngwarlati.,[]
T. Nkomo,[]
Enoch Luigi.,[]
Noel Mashonganyika,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498804')]
Richard Mteki.,[]
Jaisi Muhomba,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498887')]
Crispen Chakanyuka,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q5186016')]
Mw. Manevasoa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498760')]
Ntumba Tshasuma,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499655')]
Luis Ruz Reyes,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499216')]
Kavanga,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818394')]
William Miko,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83150243')]
J. (Jimoh) Buraimoh,[]
Dadaolomo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818398')]
Kugbenu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818400')]
Adugbologe familie,[]
Akobiogun Fakeye,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498337')]
Oniyide Adugbologe- familie,[]
Bocar PathÃ© Diong,[]
B.P. Konan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498635')]
Reintjes van Veerssen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736663')]
Nilton Moreira da Silva,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570861')]
Belkis Ayon,[]
Allsini Nakwore,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736665')]
Moveti Manzi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736669')]
Marlou Opio,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499012')]
Matungu Ma Ntomi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498959')]
Ras Elijah,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498316')]
GÃ©rard Quenum,[]
Aina Obembe,[]
FranÃ§is Nicaise Tchiakpe (Tchif),[]
Thomas Mukwakut,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736672')]
Bacari Manzi,[]
Fred K. Mutebi,[]
Ayantola Agesin Gbena,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498373')]
Olumole Falade,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498339')]
Androka Chez,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498179')]
Anaf,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818402')]
V. (Virgil) Nassara,[]
Sokari Douglas Camp,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2298056')]
Saidi Sabiti,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499245')]
Peter Martin Chauganga,[]
Siyaya,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818411')]
Robert Andranotantely,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498020')]
Zamu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818412')]
Bagine,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818414')]
Mvara,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818416')]
Falola Edun,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736709')]
Assous Diatta,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736711')]
Prof. Dr. J.A. (Jan Antonie) Honing,[]
Yemi Bisiri,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498097')]
Akiode,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818418')]
A.W.K. de Jong,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572330')]
D. (David) Livingstone,[]
P.J. (Petrus Johannes) Idenburg,[]
Tarazanai Musarara,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498908')]
RenÃ©e Stout,[]
Frantz Augustin ZÃ©phirin,[]
E. Lindor,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736713')]
Sylvain Joseph,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498548')]
Antoine Wilere,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499751')]
James ReculÃ©,[]
M. Kerbosch,[]
J.G. Kooiman,[]
Dr. F. (Felix) Kopstein,[]
Dr. H.J. (Herman Johannes) Lam,[]
A.J. (Albert Jan) de Neef,[]
J. Nienaber,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735186')]
F.D. (Frederik David) Holleman,[]
W.K. (Willem) van Rees,[]
Dr. W.P. de Roever,[]
F.C. de Rooy,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735219')]
N. (Nicolaas) Scheltema,[]
Prof. Dr. E.P. Snijders,[]
Prof. Dr. C.G.G.J. van Steenis,[]
Baron J.M. van Tuyll van Serooskerken,[]
H. Richter,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q59549158'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736718'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110228655')]"
W. van  Wessem,[]
Dr. Ir. J. Westerveld,[]
Prof. C.E.A. (Carl Ernst Arthur) Wichmann,[]
N.A. van Wijk,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594442')]
J.W. Willemse,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735230')]
A. (Augusta) de Wit,[]
Dr. T. (Theophil) Wurth,[]
N. (Nicholas) Loning,[]
Kioko Mwitiki,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498621')]
Erasmus R. Mkwepu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736720')]
Prof.Dr. W. (Walter) Roepke,[]
G.C.F. (Gerrit) Schouten,[]
Dr. G.C. van Balen Blanken,[]
Eduard Duval-CarriÃ©,[]
Eneida Sanches,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574928')]
Geraldo Pinedo,[]
F.S. Baljon,[]
L. Balner,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593186')]
W. (Willem) van Bekkum,[]
PrÃ©fÃ¨te Duffaut,[]
Jean Baptiste,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q56651425'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498044')]"
Alcide,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818420')]
Lherisson D.,[]
Pierot Barra,[]
Drs. H.F.W. (Hendrik Frederik Willem) Bantje,[]
JosÃ© Bedia,[]
Ds. H. van den Brink,[]
Dr. J.V. (Jean Victor) de Bruyn,[]
H.P.C. (Herman Petrus Coenraad) Haan,[]
H.J. Coert,[]
Kifouli Dossou,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498279')]
Remy Jungerman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2840652')]
Abdoulaye KonatÃ©,[]
Dr J.C. (Johannes) Anceaux,[]
V. van Arcken,[]
P.C. (Pierre Corneille) Baerveldt,[]
A.F. (Anthonius Franciscus) Bauduin,[]
dhr. A. (Andries) de Bloeme,[]
Arie Boeken Kruger,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593214')]
F. (Francine) Brinkgreve,[]
Prof. Dr. L.D. (Leo DaniÃ«l) Brongersma,[]
dr. C.C.M. (Cunera) Buijs,[]
P. (Pieter) Buitendijk,[]
W. (Werner) von BÃ¼low,[]
Pater van der Burgt,[]
J. (Johann) BÃ¼ttikofer,[]
J.W. Gonggrijp,[]
Bodil Christensen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q64761742')]
P.A.J. Coelewij,[]
A. Dattan,[]
"Debrot, R.H.D.",[]
V. Deenen,[]
"Dibbetz, J.L.",[]
"Doop, J. den",[]
J.J. (Jean Jacques) Dozy,[]
W.C.A.M. (Giljam) DusÃ©e,[]
M.C. (Mary Clarkson) Duyvendak-Allen,[]
prof. dr. J.J.L. Duyvendak,[]
A.J.A.F. (Augustinus Johannes Arnoldus Franciscus) Eerdmans,[]
ds J. Eijgendaal,[]
J. de Fremery,[]
O. Horst,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593489')]
Leo Frobenius,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q60570')]
drs. T. (Tjiang-Tek) Gan,[]
Karen Anna Logje Gaup,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736775')]
Geissler & Kleemann,[]
prof. dr. A.A. Gerbrands,[]
G.E.G. (Guda Erica Gerharda) van Giffen-Duyvis,[]
prof E.H. Giglioli,[]
M.J. (MichaÃ«l Jan) de Goeje,[]
"Gonse, L.",[]
A.P. Goodwin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571470')]
K.W. Gratama,[]
Merle Greene Robertson,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q6819682')]
Dr. R.H. (Robert Hans) van Gulik,[]
W. (Wim) Swaan,[]
B. Hagen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498428')]
Dr. Hans Hallier,[]
P.S. (Pieter Simon) Hamel,[]
"Hartmans, C.A.",[]
"Hering, C.J.",[]
J. (Jacobus) Heyink,[]
Nukardleq NajÃ¢raq Eva HÃ¸egh,[]
dr. E. (Emil) Holub,[]
Jacoba Hindrika Hooykaas-Van Leeuwen Boomkamp,[]
Christiaan Hooykaas,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q59525082')]
"Hout, G. van",[]
J.Ph. (Jean Philippe) Vogel,[]
J.Ch. C. (Johann Christian Carl) Jamrach,[]
L.J. (Louis) Vreugde,[]
J.P.B. (Jan Petrus Benjamin) de Josselin de Jong,[]
"Jouret, E.",[]
Prof. A. te Wechel,[]
H.H. (Hendrik Herman) Juynboll,[]
F.C. (Freerk Christiaanszn) Kamma,[]
"A.H. (Arnoud Hendrik ""Hans"") Klokke",[]
P. (Peter) Kloos,[]
drs. A.J. Koek,[]
A.I. van Aernsbergen S.J,[]
A.J. (Antonius Joannes) van Koolwijk,[]
J.J. (Johan Jacob) KorndÃ¶rffer,[]
M.J.A. (Margharita Johanna Adriana) de Koster,[]
"Kraus, F.",[]
H. (Hippolyte) Arnoux,[]
mw. M. Kruijt,[]
"J.A. (Johannes Adrianus ""Johan"") Kruyt",[]
R. AuÃ©,[]
J. F. (Johan Frederik) Lankamp,[]
V.H. (Victor Hugo) baron van Lawick,[]
P.J. van Baarda,[]
H. Bartels,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570272')]
W. van de Linde,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86736805')]
"Lindsley, R. Swan",[]
Prof. Johannes Aarnout LoebÃ¨r jr.,[]
C.W. (Carl Wilhelm) LÃ¼ders,[]
F.A. baron von LÃ¼hdorf,[]
G.F.J. (Georg Friedrich Johannes) Bley,[]
"Maclaine Pont, H.C.",[]
Borys Malkin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2911375')]
Edward Horace Man,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q44427237')]
J. Bolland,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570457')]
"Marcus, ds. R.E.H.",[]
F.C. Brust,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82570526')]
"Meyen, W.F.",[]
K. (Kassian) CÃ©phas,[]
S. (Sem) CÃ©phas,[]
"Nachod, dr. Oscar",[]
A. (Albert) Chevojon,[]
"Oerle, G.F. van",[]
Olivier,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3350741'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818426'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q99306473'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108485296'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110476277')]"
H. van Oordt van Lauwenrecht,[]
Janneke van Dijk,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q38586004'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498248')]"
"Ossenbruggen, E.D.C.",[]
J.M. (Johannes Maximiliaan) Dumas,[]
"Pauli, Robert",[]
dr A.A. Philippi,[]
T. Enami,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q7668240')]
"Pijnacker Hordijk, F.L.",[]
C. (Carel) Poensen,[]
K. (Kristen Schjellerup) Feilberg,[]
"Pompe van Meerdervoort, F.",[]
Ir. J.W. Post,[]
prof. dr. J. (Jan) Pouwer,[]
W. (Wilhelm) Quidort,[]
F. (Francis) Frith,[]
"Ravesteyn, S. van",[]
J.W. Regeer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84368662')]
"Regt, de",[]
G. Gaensly,[]
L.F. de Beaufort,[]
C. (Carl) Ribbe,[]
J.G.F. (Johann Gerard Friedrich) Riedel,[]
J.H. (John Henry) Rivett-Carnac,[]
Irene de Groot,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571555'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q97399574')]"
drs. W.H.S. Rosema,[]
M.C. Schadee,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594104')]
mw. E.M. Schatborn,[]
M. Honda,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571853')]
J.F. (Jeremias Frederik) Schill,[]
A.P.H. (Albertus Paulus Hermanus) Hotz,[]
H. (Herman) & R. (Robert) von Schlagintweit,[]
H. (Hermann) Schlegel,[]
"SchmÃ¼lling, E.L.K.",[]
Jeroen Schoorl,[]
J. (Jan) Semmelink,[]
L. (Lindor) Serrurier,[]
Jaap de Jonge,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q61476803'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q97396513')]"
"Sillevoldt, dr. H.E.Th. van",[]
drs. D.A.M. (Dirk) Smidt,[]
W.E. (Wijnand Elbert) Kerkhoff,[]
H. (Henri) Spakler,[]
Frederick Starr,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q5498791'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q20487089'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q105092640')]"
P. (Paul) Staudinger,[]
C.J. Kleingrothe,[]
C.J. Kleingrothe,[]
G. (Geert) van den Steenhoven,[]
P.A. (Philip Adolphe) Klier,[]
jhr. mr. Govert J. van Tets,[]
Tjen Tjauw Soe,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575692')]
Tjok Gede Ngurah Tjarangsari,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818431')]
P.W.M. Trap,[]
A.A. (Albert Antonius) Trouwborst,[]
Christiaan Cornelis Uhlenbeck,[]
Rodolphe Lindemann,[]
"Veen, W.A. van",[]
Mr. Dr. H.A. (Hendrikus Albertus) Lorentz,[]
Th.J. (Theodorus Jacobus) Veltman,[]
pater J. Vissers,[]
dr. A.G. (Adolphe Guillaume) Vorderman,[]
L.F. Mellenbergh,[]
"Vries, mej. drs. A.M. de",[]
E.D. (Emile David) van Walree,[]
Wang Fangyu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q45684309')]
W.D. (William Downing) Webster,[]
H.M. (Henricus Martinus) Neeb,[]
Christiaan Benjamin Nieuwenhuis,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q15101934')]
Prof. dr. A.W. (Anton Willem) Nieuwenhuis,[]
J.W. (Jan Willem) van Nouhuys,[]
Abe Seiseki,[]
Adachi Ginko,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11451516')]
Aikawa Minwa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573755')]
Anzan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818445')]
Ashitomo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818447')]
Utagawa Kunisada III,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3552729')]
Baishu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818448')]
Banmu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818452')]
BanshÃ´,[]
Baraku,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818457')]
Bashosai,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818458')]
Bichiku,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86818460')]
"Bickford, S.K.",[]
BishÃ´,[]
"Bogatov, N.",[]
Gekkotei Bokusen,[]
"Bokusen, Giokusen, Teizan, TÃ´ju, Denrio & ShÃ´sÃ´",[]
