,const_range,g_stmt_len,const_len,wiki_stmt_len,wiki_len
1476,ccrdfconst_31001-31020.ttl,306,18,118,4
1477,ccrdfconst_31021-31040.ttl,288,15,142,6
1478,ccrdfconst_31041-31060.ttl,270,16,73,2
1479,ccrdfconst_31061-31080.ttl,346,15,151,5
1480,ccrdfconst_31081-31100.ttl,253,15,51,1
1481,ccrdfconst_31101-31120.ttl,285,18,67,1
1482,ccrdfconst_31121-31140.ttl,208,2,0,0
1483,ccrdfconst_31141-31160.ttl,200,2,0,0
1484,ccrdfconst_31161-31180.ttl,242,2,0,0
1485,ccrdfconst_31181-31200.ttl,204,6,0,0
1486,ccrdfconst_31201-31220.ttl,348,14,192,5
1487,ccrdfconst_31221-31240.ttl,322,15,48,1
1488,ccrdfconst_31241-31260.ttl,343,15,137,3
1489,ccrdfconst_31261-31280.ttl,332,19,0,0
1490,ccrdfconst_31281-31300.ttl,271,18,65,2
1491,ccrdfconst_31301-31320.ttl,197,11,37,1
1492,ccrdfconst_31321-31340.ttl,408,19,102,3
1493,ccrdfconst_31341-31360.ttl,284,13,87,2
1494,ccrdfconst_31361-31380.ttl,270,16,94,2
1495,ccrdfconst_31381-31400.ttl,359,18,104,3
1496,ccrdfconst_31401-31420.ttl,370,20,78,2
1497,ccrdfconst_31421-31440.ttl,352,20,76,1
1498,ccrdfconst_31441-31460.ttl,351,14,136,3
1499,ccrdfconst_31461-31480.ttl,345,20,109,3
1500,ccrdfconst_31481-31500.ttl,252,16,54,1
1501,ccrdfconst_31501-31520.ttl,240,12,75,3
1502,ccrdfconst_31521-31540.ttl,305,19,79,2
1503,ccrdfconst_31541-31560.ttl,196,11,0,0
1504,ccrdfconst_31561-31580.ttl,218,13,60,2
1505,ccrdfconst_31581-31600.ttl,477,19,243,6
1506,ccrdfconst_31601-31620.ttl,333,17,144,4
1507,ccrdfconst_31621-31640.ttl,333,17,106,2
1508,ccrdfconst_31641-31660.ttl,295,20,111,4
1509,ccrdfconst_31661-31680.ttl,314,16,0,0
1510,ccrdfconst_31681-31700.ttl,322,17,137,4
1511,ccrdfconst_31701-31720.ttl,293,16,90,3
1512,ccrdfconst_31721-31740.ttl,334,19,55,1
1513,ccrdfconst_31741-31760.ttl,269,16,28,1
1514,ccrdfconst_31781-31800.ttl,351,18,224,9
1515,ccrdfconst_31801-31820.ttl,329,17,155,4
1516,ccrdfconst_31821-31840.ttl,315,16,78,1
1517,ccrdfconst_31841-31860.ttl,274,17,103,3
1518,ccrdfconst_31861-31880.ttl,293,16,94,2
1519,ccrdfconst_31881-31900.ttl,248,13,66,3
1520,ccrdfconst_31901-31920.ttl,161,4,0,0
1521,ccrdfconst_31921-31940.ttl,179,8,31,1
1522,ccrdfconst_31941-31960.ttl,270,18,74,1
1523,ccrdfconst_31961-31980.ttl,300,20,0,0
1524,ccrdfconst_31981-32000.ttl,220,11,0,0
1525,ccrdfconst_32001-32020.ttl,196,10,0,0
1526,ccrdfconst_32021-32040.ttl,320,18,93,3
1527,ccrdfconst_32041-32060.ttl,179,7,0,0
1528,ccrdfconst_32061-32080.ttl,236,13,66,3
1529,ccrdfconst_32081-32100.ttl,183,6,0,0
1530,ccrdfconst_32101-32120.ttl,270,13,56,1
1531,ccrdfconst_32121-32140.ttl,219,10,72,2
1532,ccrdfconst_32141-32160.ttl,273,17,69,1
1533,ccrdfconst_32161-32180.ttl,194,6,0,0
1534,ccrdfconst_32181-32200.ttl,331,16,128,3
1535,ccrdfconst_32201-32220.ttl,291,12,114,3
1536,ccrdfconst_32221-32240.ttl,297,16,44,1
1537,ccrdfconst_32241-32260.ttl,312,13,185,6
1538,ccrdfconst_32261-32280.ttl,507,20,330,10
1539,ccrdfconst_32281-32300.ttl,317,15,83,2
1540,ccrdfconst_32301-32320.ttl,436,18,301,12
1541,ccrdfconst_32321-32340.ttl,329,16,134,4
1542,ccrdfconst_32341-32360.ttl,306,15,0,0
1543,ccrdfconst_32361-32380.ttl,296,15,89,2
1544,ccrdfconst_32381-32400.ttl,313,15,164,5
1545,ccrdfconst_32401-32420.ttl,331,20,105,2
1546,ccrdfconst_32421-32440.ttl,450,15,319,10
1547,ccrdfconst_32441-32460.ttl,243,7,97,4
1548,ccrdfconst_32461-32480.ttl,301,12,104,2
1549,ccrdfconst_32481-32500.ttl,360,19,111,2
1550,ccrdfconst_32501-32520.ttl,272,15,78,1
1551,ccrdfconst_32521-32540.ttl,239,17,38,2
1552,ccrdfconst_32541-32560.ttl,283,18,96,3
1553,ccrdfconst_32561-32580.ttl,374,20,159,4
1554,ccrdfconst_32581-32600.ttl,342,16,105,3
1555,ccrdfconst_32601-32620.ttl,381,16,194,5
1556,ccrdfconst_32621-32640.ttl,299,18,149,6
1557,ccrdfconst_32641-32660.ttl,389,18,287,12
1558,ccrdfconst_32661-32680.ttl,348,17,79,1
1559,ccrdfconst_32681-32700.ttl,309,19,85,1
1560,ccrdfconst_32701-32720.ttl,262,18,62,2
1561,ccrdfconst_32721-32740.ttl,297,17,0,0
1562,ccrdfconst_32741-32760.ttl,276,17,91,3
1563,ccrdfconst_32761-32780.ttl,275,17,68,2
1564,ccrdfconst_32781-32800.ttl,366,19,155,3
1565,ccrdfconst_32801-32820.ttl,331,16,108,3
1566,ccrdfconst_32821-32840.ttl,353,16,131,4
1567,ccrdfconst_32841-32860.ttl,312,15,107,4
1568,ccrdfconst_32861-32880.ttl,310,19,137,4
1569,ccrdfconst_32881-32900.ttl,265,16,54,1
1570,ccrdfconst_32901-32920.ttl,392,18,123,3
1571,ccrdfconst_32921-32940.ttl,282,19,94,2
1572,ccrdfconst_32941-32960.ttl,304,16,106,2
1573,ccrdfconst_32961-32980.ttl,257,14,91,2
1574,ccrdfconst_32981-33000.ttl,281,14,73,2
1575,ccrdfconst_33001-33020.ttl,256,16,89,3
1576,ccrdfconst_33021-33040.ttl,351,18,95,3
1577,ccrdfconst_33041-33060.ttl,284,15,108,3
1578,ccrdfconst_33061-33080.ttl,250,11,45,1
1579,ccrdfconst_33081-33100.ttl,254,10,134,5
1580,ccrdfconst_33101-33120.ttl,311,19,119,3
1581,ccrdfconst_33121-33140.ttl,320,18,84,1
1582,ccrdfconst_33141-33160.ttl,366,19,125,3
1583,ccrdfconst_33161-33180.ttl,291,17,69,1
1584,ccrdfconst_33181-33200.ttl,287,19,53,1
1585,ccrdfconst_33201-33220.ttl,282,14,90,2
1586,ccrdfconst_33241-33260.ttl,349,17,156,4
1587,ccrdfconst_33261-33280.ttl,294,18,121,4
1588,ccrdfconst_33281-33300.ttl,317,17,134,3
1589,ccrdfconst_33301-33320.ttl,259,12,133,5
1590,ccrdfconst_33321-33340.ttl,228,15,0,0
1591,ccrdfconst_33341-33360.ttl,282,15,97,2
1592,ccrdfconst_33361-33380.ttl,296,15,124,3
1593,ccrdfconst_33381-33400.ttl,289,19,53,1
1594,ccrdfconst_33401-33420.ttl,279,13,65,1
1595,ccrdfconst_33421-33440.ttl,295,17,112,4
1596,ccrdfconst_33441-33460.ttl,366,19,114,2
1597,ccrdfconst_33461-33480.ttl,300,16,80,2
1598,ccrdfconst_33481-33500.ttl,372,16,67,1
1599,ccrdfconst_33501-33520.ttl,324,18,137,4
1600,ccrdfconst_33521-33540.ttl,285,19,77,1
1601,ccrdfconst_33541-33560.ttl,345,20,109,2
1602,ccrdfconst_33561-33580.ttl,296,19,72,2
1603,ccrdfconst_33581-33600.ttl,371,18,156,5
1604,ccrdfconst_33601-33620.ttl,405,19,152,3
1605,ccrdfconst_33621-33640.ttl,371,19,77,1
1606,ccrdfconst_33641-33660.ttl,379,19,126,2
1607,ccrdfconst_33661-33680.ttl,323,19,0,0
1608,ccrdfconst_33681-33700.ttl,167,1,0,0
1609,ccrdfconst_33701-33720.ttl,274,6,0,0
1610,ccrdfconst_33721-33740.ttl,326,18,0,0
1611,ccrdfconst_33741-33760.ttl,283,16,86,2
1612,ccrdfconst_33761-33780.ttl,286,16,29,1
1613,ccrdfconst_33781-33800.ttl,274,14,100,3
1614,ccrdfconst_33801-33820.ttl,343,20,129,5
1615,ccrdfconst_33821-33840.ttl,260,16,53,1
1616,ccrdfconst_33841-33860.ttl,314,17,54,1
1617,ccrdfconst_33861-33880.ttl,267,18,86,4
1618,ccrdfconst_33881-33900.ttl,283,19,93,3
1619,ccrdfconst_33901-33920.ttl,187,9,0,0
1620,ccrdfconst_33921-33940.ttl,304,13,70,1
1621,ccrdfconst_33941-33960.ttl,266,17,83,2
1622,ccrdfconst_33961-33980.ttl,272,17,72,1
1623,ccrdfconst_33981-34000.ttl,336,20,118,2
1624,ccrdfconst_34001-34020.ttl,331,17,133,3
1625,ccrdfconst_34021-34040.ttl,281,17,116,4
1626,ccrdfconst_34041-34060.ttl,327,19,0,0
1627,ccrdfconst_34061-34080.ttl,299,18,99,2
1628,ccrdfconst_34081-34100.ttl,339,18,69,2
1629,ccrdfconst_34101-34120.ttl,331,18,111,2
1630,ccrdfconst_34121-34140.ttl,342,20,99,2
1631,ccrdfconst_34141-34160.ttl,357,17,189,6
1632,ccrdfconst_34161-34180.ttl,357,19,153,4
1633,ccrdfconst_34181-34200.ttl,325,19,129,2
1634,ccrdfconst_34201-34220.ttl,346,17,96,2
1635,ccrdfconst_34221-34240.ttl,291,15,150,6
1636,ccrdfconst_34241-34260.ttl,369,18,166,5
1637,ccrdfconst_34261-34280.ttl,418,18,217,6
1638,ccrdfconst_34281-34300.ttl,324,18,111,4
1639,ccrdfconst_34301-34320.ttl,355,18,0,0
1640,ccrdfconst_34321-34340.ttl,358,19,86,1
1641,ccrdfconst_34341-34360.ttl,426,20,97,1
1642,ccrdfconst_34361-34380.ttl,309,17,73,2
1643,ccrdfconst_34381-34400.ttl,262,16,92,4
1644,ccrdfconst_34401-34420.ttl,360,19,141,3
1645,ccrdfconst_34421-34440.ttl,326,17,112,2
1646,ccrdfconst_34441-34460.ttl,323,20,154,4
1647,ccrdfconst_34461-34480.ttl,320,19,102,4
1648,ccrdfconst_34481-34500.ttl,304,17,116,3
1649,ccrdfconst_34501-34520.ttl,413,20,199,5
1650,ccrdfconst_34521-34540.ttl,354,17,110,2
1651,ccrdfconst_34541-34560.ttl,361,18,162,4
1652,ccrdfconst_34561-34580.ttl,215,10,59,1
1653,ccrdfconst_34581-34600.ttl,240,14,0,0
1654,ccrdfconst_34601-34620.ttl,318,16,0,0
1655,ccrdfconst_34621-34640.ttl,291,12,77,1
1656,ccrdfconst_34641-34660.ttl,395,20,138,2
1657,ccrdfconst_34661-34680.ttl,259,16,0,0
1658,ccrdfconst_34681-34700.ttl,240,12,0,0
1659,ccrdfconst_34701-34720.ttl,189,3,55,2
1660,ccrdfconst_34721-34740.ttl,285,14,88,2
1661,ccrdfconst_34741-34760.ttl,263,13,0,0
1662,ccrdfconst_34761-34780.ttl,274,18,0,0
1663,ccrdfconst_34781-34800.ttl,370,18,188,5
1664,ccrdfconst_34801-34820.ttl,314,16,0,0
1665,ccrdfconst_34821-34840.ttl,345,18,66,1
1666,ccrdfconst_34861-34880.ttl,325,20,137,4
1667,ccrdfconst_34881-34900.ttl,267,11,80,2
1668,ccrdfconst_34901-34920.ttl,306,19,75,3
1669,ccrdfconst_34921-34940.ttl,248,13,0,0
1670,ccrdfconst_34941-34960.ttl,274,17,74,2
1671,ccrdfconst_34961-34980.ttl,306,19,0,0
1672,ccrdfconst_35001-35020.ttl,260,10,33,1
1673,ccrdfconst_35021-35040.ttl,142,1,0,0
1674,ccrdfconst_35041-35060.ttl,126,1,0,0
1675,ccrdfconst_35061-35080.ttl,252,13,0,0
1676,ccrdfconst_35081-35100.ttl,256,18,77,3
1677,ccrdfconst_35121-35140.ttl,442,20,246,7
1678,ccrdfconst_35141-35160.ttl,293,17,86,4
1679,ccrdfconst_35161-35180.ttl,266,16,40,1
1680,ccrdfconst_35181-35200.ttl,312,18,119,3
1681,ccrdfconst_35201-35220.ttl,271,16,102,4
1682,ccrdfconst_35221-35240.ttl,284,14,102,4
1683,ccrdfconst_35241-35260.ttl,303,14,130,5
1684,ccrdfconst_35261-35280.ttl,334,16,161,4
1685,ccrdfconst_35281-35300.ttl,351,18,126,4
1686,ccrdfconst_35301-35320.ttl,318,19,90,1
1687,ccrdfconst_35321-35340.ttl,355,19,150,4
1688,ccrdfconst_35341-35360.ttl,284,16,93,3
1689,ccrdfconst_35361-35380.ttl,314,16,170,7
1690,ccrdfconst_35381-35400.ttl,272,12,111,4
1691,ccrdfconst_35401-35420.ttl,248,13,75,3
1692,ccrdfconst_35421-35440.ttl,309,17,111,4
1693,ccrdfconst_35441-35460.ttl,386,19,132,2
1694,ccrdfconst_35461-35480.ttl,371,20,67,1
1695,ccrdfconst_35481-35500.ttl,360,17,155,4
1696,ccrdfconst_35521-35540.ttl,313,16,98,3
1697,ccrdfconst_35541-35560.ttl,323,16,113,2
1698,ccrdfconst_35561-35580.ttl,357,19,164,4
1699,ccrdfconst_35581-35600.ttl,317,17,77,2
1700,ccrdfconst_35601-35620.ttl,281,15,114,3
1701,ccrdfconst_35621-35640.ttl,277,13,78,2
1702,ccrdfconst_35641-35660.ttl,297,18,111,3
1703,ccrdfconst_35661-35680.ttl,269,15,45,1
1704,ccrdfconst_35681-35700.ttl,333,20,89,1
1705,ccrdfconst_35721-35740.ttl,359,16,181,7
1706,ccrdfconst_35741-35760.ttl,284,17,68,2
1707,ccrdfconst_35761-35780.ttl,286,18,77,3
1708,ccrdfconst_35781-35800.ttl,357,17,92,1
1709,ccrdfconst_35801-35820.ttl,285,16,53,1
1710,ccrdfconst_35821-35840.ttl,338,19,83,2
1711,ccrdfconst_35841-35860.ttl,310,19,98,2
1712,ccrdfconst_35861-35880.ttl,321,19,103,2
1713,ccrdfconst_35881-35900.ttl,341,17,70,1
1714,ccrdfconst_35901-35920.ttl,441,20,130,2
1715,ccrdfconst_35921-35940.ttl,351,20,84,2
1716,ccrdfconst_35941-35960.ttl,303,18,101,2
1717,ccrdfconst_35961-35980.ttl,345,18,70,1
1718,ccrdfconst_35981-36000.ttl,305,18,98,4
1719,ccrdfconst_36001-36020.ttl,308,15,122,3
1720,ccrdfconst_36021-36040.ttl,330,19,0,0
1721,ccrdfconst_36041-36060.ttl,348,17,107,4
1722,ccrdfconst_36061-36080.ttl,372,17,161,4
1723,ccrdfconst_36081-36100.ttl,297,16,75,1
1724,ccrdfconst_36101-36120.ttl,330,18,86,1
1725,ccrdfconst_36121-36140.ttl,331,19,92,2
1726,ccrdfconst_36141-36160.ttl,461,19,102,1
1727,ccrdfconst_36161-36180.ttl,274,18,52,1
1728,ccrdfconst_36181-36200.ttl,376,20,178,4
1729,ccrdfconst_36201-36220.ttl,371,20,179,3
1730,ccrdfconst_36221-36240.ttl,232,15,0,0
1731,ccrdfconst_36241-36260.ttl,333,15,126,2
1732,ccrdfconst_36261-36280.ttl,370,20,0,0
1733,ccrdfconst_36281-36300.ttl,316,20,74,1
1734,ccrdfconst_36301-36320.ttl,376,20,150,5
1735,ccrdfconst_36321-36340.ttl,288,18,0,0
1736,ccrdfconst_36341-36360.ttl,322,19,91,3
1737,ccrdfconst_36361-36380.ttl,306,15,87,1
1738,ccrdfconst_36381-36400.ttl,303,20,77,1
1739,ccrdfconst_36401-36420.ttl,287,19,61,1
1740,ccrdfconst_36421-36440.ttl,264,19,70,2
1741,ccrdfconst_36441-36460.ttl,244,14,25,1
1742,ccrdfconst_36461-36480.ttl,267,17,54,1
1743,ccrdfconst_36481-36500.ttl,376,17,109,2
1744,ccrdfconst_36501-36520.ttl,321,18,82,1
1745,ccrdfconst_36521-36540.ttl,373,19,129,4
1746,ccrdfconst_36541-36560.ttl,377,18,145,2
1747,ccrdfconst_36561-36580.ttl,325,19,130,3
1748,ccrdfconst_36581-36600.ttl,299,17,120,2
1749,ccrdfconst_36601-36620.ttl,322,19,97,2
1750,ccrdfconst_36621-36640.ttl,303,19,118,3
1751,ccrdfconst_36641-36660.ttl,339,18,99,3
1752,ccrdfconst_36661-36680.ttl,293,16,83,3
1753,ccrdfconst_36681-36700.ttl,344,19,77,2
1754,ccrdfconst_36701-36720.ttl,279,17,78,1
1755,ccrdfconst_36721-36740.ttl,292,17,61,2
1756,ccrdfconst_36741-36760.ttl,310,20,74,2
1757,ccrdfconst_36761-36780.ttl,328,19,94,1
1758,ccrdfconst_36781-36800.ttl,303,16,128,4
1759,ccrdfconst_36801-36820.ttl,303,20,92,1
1760,ccrdfconst_36821-36840.ttl,296,15,0,0
1761,ccrdfconst_36841-36860.ttl,257,14,94,3
1762,ccrdfconst_36861-36880.ttl,282,19,6,1
1763,ccrdfconst_36881-36900.ttl,241,9,22,1
1764,ccrdfconst_36901-36920.ttl,241,9,0,0
1765,ccrdfconst_36921-36940.ttl,239,8,81,2
1766,ccrdfconst_36941-36960.ttl,247,13,0,0
1767,ccrdfconst_36961-36980.ttl,261,15,71,1
1768,ccrdfconst_36981-37000.ttl,331,18,127,3
1769,ccrdfconst_37001-37020.ttl,318,19,144,5
1770,ccrdfconst_37021-37040.ttl,324,17,56,2
1771,ccrdfconst_37041-37060.ttl,292,17,165,10
1772,ccrdfconst_37061-37080.ttl,237,14,0,0
1773,ccrdfconst_37081-37100.ttl,304,16,46,1
1774,ccrdfconst_37101-37120.ttl,197,8,31,1
1775,ccrdfconst_37121-37140.ttl,347,16,197,6
1776,ccrdfconst_37141-37160.ttl,314,16,51,2
1777,ccrdfconst_37161-37180.ttl,282,18,106,5
1778,ccrdfconst_37181-37200.ttl,251,12,58,2
1779,ccrdfconst_37201-37220.ttl,280,15,70,1
1780,ccrdfconst_37221-37240.ttl,346,10,81,1
1781,ccrdfconst_37241-37260.ttl,245,15,103,4
1782,ccrdfconst_37261-37280.ttl,335,19,167,6
1783,ccrdfconst_37281-37300.ttl,314,17,128,3
1784,ccrdfconst_37301-37320.ttl,265,16,55,2
1785,ccrdfconst_37321-37340.ttl,317,18,117,2
1786,ccrdfconst_37341-37360.ttl,352,20,163,4
1787,ccrdfconst_37361-37380.ttl,332,17,132,3
1788,ccrdfconst_37381-37400.ttl,306,18,137,4
1789,ccrdfconst_37401-37420.ttl,248,17,0,0
1790,ccrdfconst_37421-37440.ttl,319,14,150,3
1791,ccrdfconst_37441-37460.ttl,289,19,120,4
1792,ccrdfconst_37461-37480.ttl,338,17,258,11
1793,ccrdfconst_37481-37500.ttl,307,18,172,8
1794,ccrdfconst_37501-37520.ttl,294,15,106,4
1795,ccrdfconst_37521-37540.ttl,243,14,104,4
1796,ccrdfconst_37541-37560.ttl,273,15,139,7
1797,ccrdfconst_37581-37600.ttl,360,20,290,13
1798,ccrdfconst_37601-37620.ttl,445,16,331,10
1799,ccrdfconst_37621-37640.ttl,299,16,119,4
1800,ccrdfconst_37641-37660.ttl,345,20,116,4
1801,ccrdfconst_37661-37680.ttl,292,18,122,4
1802,ccrdfconst_37681-37700.ttl,367,19,130,4
1803,ccrdfconst_37701-37720.ttl,266,18,0,0
1804,ccrdfconst_37721-37740.ttl,287,19,0,0
1805,ccrdfconst_37741-37760.ttl,276,15,119,4
1806,ccrdfconst_37761-37780.ttl,385,18,105,3
1807,ccrdfconst_37781-37800.ttl,305,17,71,1
1808,ccrdfconst_37801-37820.ttl,382,18,161,4
1809,ccrdfconst_37821-37840.ttl,271,17,114,4
1810,ccrdfconst_37841-37860.ttl,258,14,81,2
1811,ccrdfconst_37861-37880.ttl,254,17,69,2
1812,ccrdfconst_37881-37900.ttl,277,19,100,4
1813,ccrdfconst_37901-37920.ttl,274,17,59,1
1814,ccrdfconst_37921-37940.ttl,296,14,95,2
1815,ccrdfconst_37941-37960.ttl,274,15,92,2
1816,ccrdfconst_37961-37980.ttl,401,18,115,3
1817,ccrdfconst_37981-38000.ttl,303,17,163,6
1818,ccrdfconst_38001-38020.ttl,299,15,168,6
1819,ccrdfconst_38021-38040.ttl,348,17,0,0
1820,ccrdfconst_38041-38060.ttl,351,20,134,4
1821,ccrdfconst_38061-38080.ttl,377,17,201,7
1822,ccrdfconst_38081-38100.ttl,338,18,195,8
1823,ccrdfconst_38101-38120.ttl,269,16,65,1
1824,ccrdfconst_38121-38140.ttl,287,19,71,2
1825,ccrdfconst_38141-38160.ttl,365,16,204,6
1826,ccrdfconst_38161-38180.ttl,312,17,0,0
1827,ccrdfconst_38181-38200.ttl,383,18,0,0
1828,ccrdfconst_38201-38220.ttl,307,20,0,0
1829,ccrdfconst_38221-38240.ttl,348,20,97,2
1830,ccrdfconst_38241-38260.ttl,247,14,0,0
1831,ccrdfconst_38261-38280.ttl,334,18,99,2
1832,ccrdfconst_38281-38300.ttl,284,18,119,5
1833,ccrdfconst_38301-38320.ttl,316,20,104,2
1834,ccrdfconst_38321-38340.ttl,310,19,61,1
1835,ccrdfconst_38341-38360.ttl,344,20,113,3
1836,ccrdfconst_38361-38380.ttl,265,19,0,0
1837,ccrdfconst_38381-38400.ttl,297,17,102,3
1838,ccrdfconst_38401-38420.ttl,238,12,66,2
1839,ccrdfconst_38421-38440.ttl,277,18,104,3
1840,ccrdfconst_38441-38460.ttl,350,18,56,1
1841,ccrdfconst_38461-38480.ttl,319,17,77,1
1842,ccrdfconst_38481-38500.ttl,280,16,72,1
1843,ccrdfconst_38501-38520.ttl,242,10,81,1
1844,ccrdfconst_38541-38560.ttl,179,6,55,1
1845,ccrdfconst_38561-38580.ttl,139,3,0,0
1846,ccrdfconst_38581-38600.ttl,141,2,0,0
1847,ccrdfconst_38601-38620.ttl,234,10,99,3
1848,ccrdfconst_38621-38640.ttl,282,18,125,5
1849,ccrdfconst_38641-38660.ttl,301,20,91,3
1850,ccrdfconst_38661-38680.ttl,290,17,60,1
1851,ccrdfconst_38681-38700.ttl,217,14,57,2
1852,ccrdfconst_38701-38720.ttl,173,10,21,1
1853,ccrdfconst_38721-38740.ttl,327,19,102,3
1854,ccrdfconst_38741-38760.ttl,328,17,115,4
1855,ccrdfconst_38761-38780.ttl,316,17,50,1
1856,ccrdfconst_38801-38820.ttl,335,19,149,5
1857,ccrdfconst_38821-38840.ttl,354,20,102,3
1858,ccrdfconst_38841-38860.ttl,367,15,191,5
1859,ccrdfconst_38861-38880.ttl,366,18,202,7
1860,ccrdfconst_38881-38900.ttl,290,19,112,3
1861,ccrdfconst_38901-38920.ttl,253,16,57,2
1862,ccrdfconst_38941-38960.ttl,264,17,77,2
1863,ccrdfconst_38961-38980.ttl,273,15,76,2
1864,ccrdfconst_38981-39000.ttl,167,8,0,0
1865,ccrdfconst_39001-39020.ttl,264,13,51,2
1866,ccrdfconst_39021-39040.ttl,267,16,100,3
1867,ccrdfconst_39041-39060.ttl,349,16,45,1
1868,ccrdfconst_39061-39080.ttl,277,13,41,1
1869,ccrdfconst_39081-39100.ttl,300,17,73,1
1870,ccrdfconst_39101-39120.ttl,326,16,67,1
1871,ccrdfconst_39121-39140.ttl,300,17,0,0
1872,ccrdfconst_39141-39160.ttl,315,17,125,2
1873,ccrdfconst_39161-39180.ttl,314,17,107,2
1874,ccrdfconst_39181-39200.ttl,308,17,68,1
1875,ccrdfconst_39201-39220.ttl,283,18,70,1
1876,ccrdfconst_39221-39240.ttl,372,18,124,2
1877,ccrdfconst_39241-39260.ttl,303,14,80,1
1878,ccrdfconst_39261-39280.ttl,267,14,0,0
1879,ccrdfconst_39281-39300.ttl,194,7,31,1
1880,ccrdfconst_39301-39320.ttl,271,11,100,2
1881,ccrdfconst_39321-39340.ttl,225,5,43,1
1882,ccrdfconst_39341-39360.ttl,228,7,72,1
1883,ccrdfconst_39361-39380.ttl,145,5,24,1
1884,ccrdfconst_39381-39400.ttl,176,7,0,0
1885,ccrdfconst_39401-39420.ttl,349,17,114,2
1886,ccrdfconst_39421-39440.ttl,355,12,0,0
1887,ccrdfconst_39441-39460.ttl,245,16,27,1
1888,ccrdfconst_39461-39480.ttl,354,15,127,3
1889,ccrdfconst_39481-39500.ttl,269,9,76,1
1890,ccrdfconst_39501-39520.ttl,189,11,0,0
1891,ccrdfconst_39521-39540.ttl,291,12,72,1
1892,ccrdfconst_39541-39560.ttl,274,9,72,1
1893,ccrdfconst_39561-39580.ttl,324,19,62,1
1894,ccrdfconst_39581-39600.ttl,293,16,114,2
1895,ccrdfconst_39601-39620.ttl,360,19,128,4
1896,ccrdfconst_39621-39640.ttl,350,19,143,4
1897,ccrdfconst_39641-39660.ttl,331,19,87,1
1898,ccrdfconst_39661-39680.ttl,333,17,93,3
1899,ccrdfconst_39681-39700.ttl,433,20,132,4
1900,ccrdfconst_39701-39720.ttl,408,20,143,3
1901,ccrdfconst_39721-39740.ttl,273,13,0,0
1902,ccrdfconst_39741-39760.ttl,246,16,75,3
1903,ccrdfconst_39761-39780.ttl,274,19,38,1
1904,ccrdfconst_39781-39800.ttl,326,17,81,1
1905,ccrdfconst_39801-39820.ttl,281,19,106,4
1906,ccrdfconst_39821-39840.ttl,303,15,120,3
1907,ccrdfconst_39841-39860.ttl,179,1,26,1
1908,ccrdfconst_39861-39880.ttl,153,2,0,0
1909,ccrdfconst_39881-39900.ttl,151,3,0,0
1910,ccrdfconst_39901-39920.ttl,190,1,0,0
1911,ccrdfconst_39921-39940.ttl,172,1,18,1
1912,ccrdfconst_39941-39960.ttl,151,3,20,1
1913,ccrdfconst_39961-39980.ttl,152,1,0,0
1914,ccrdfconst_39981-40000.ttl,206,7,68,2
1915,ccrdfconst_40001-40020.ttl,365,16,149,3
1916,ccrdfconst_40021-40040.ttl,289,17,0,0
1917,ccrdfconst_40041-40060.ttl,366,17,144,4
1918,ccrdfconst_40061-40080.ttl,332,19,0,0
1919,ccrdfconst_40081-40100.ttl,282,18,0,0
1920,ccrdfconst_40101-40120.ttl,285,16,94,2
1921,ccrdfconst_40121-40140.ttl,299,20,104,3
1922,ccrdfconst_40141-40160.ttl,253,15,56,2
1923,ccrdfconst_40161-40180.ttl,279,15,27,1
1924,ccrdfconst_40181-40200.ttl,326,20,0,0
1925,ccrdfconst_40201-40220.ttl,299,19,124,4
1926,ccrdfconst_40221-40240.ttl,344,18,163,6
1927,ccrdfconst_40241-40260.ttl,311,18,0,0
1928,ccrdfconst_40261-40280.ttl,279,17,68,1
1929,ccrdfconst_40281-40300.ttl,289,14,0,0
1930,ccrdfconst_40301-40320.ttl,288,17,88,2
1931,ccrdfconst_40321-40340.ttl,282,14,0,0
1932,ccrdfconst_40341-40360.ttl,300,18,130,4
1933,ccrdfconst_40361-40380.ttl,153,2,0,0
1934,ccrdfconst_40381-40400.ttl,339,9,169,4
1935,ccrdfconst_40401-40420.ttl,469,19,111,2
1936,ccrdfconst_40421-40440.ttl,357,19,99,1
1937,ccrdfconst_40441-40460.ttl,258,13,78,2
1938,ccrdfconst_40461-40480.ttl,388,15,202,5
1939,ccrdfconst_40481-40500.ttl,386,17,237,8
1940,ccrdfconst_40501-40520.ttl,340,19,131,5
1941,ccrdfconst_40581-40600.ttl,348,18,143,5
1942,ccrdfconst_40601-40620.ttl,272,17,107,6
1943,ccrdfconst_40621-40640.ttl,209,11,48,2
1944,ccrdfconst_40641-40660.ttl,283,19,121,3
1945,ccrdfconst_40661-40680.ttl,346,16,164,6
1946,ccrdfconst_40681-40700.ttl,246,8,49,1
1947,ccrdfconst_40701-40720.ttl,280,14,111,3
1948,ccrdfconst_40721-40740.ttl,287,13,101,3
1949,ccrdfconst_40741-40760.ttl,319,18,106,3
1950,ccrdfconst_40761-40780.ttl,273,16,115,6
1951,ccrdfconst_40801-40820.ttl,313,17,71,2
1952,ccrdfconst_40821-40840.ttl,303,13,82,1
1953,ccrdfconst_40841-40860.ttl,282,16,60,1
1954,ccrdfconst_40861-40880.ttl,386,14,28,1
1955,ccrdfconst_40881-40900.ttl,329,15,192,5
1956,ccrdfconst_40901-40920.ttl,318,16,96,3
